Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
345,2025-02-21 02:54:00,Night,Excavator,EXC004,11.4,OP1005,45,2.5,SITE02,"Coimbatore, TN",14.7741,81.94029,Digging,2025-02-21 02:54:00,2025-02-21 03:49:42,55.7,Dust Storm,39.2,Poor,Flat,2128.9,6.78,7.3,8,1788,98.8,16,1.05,102.4,2331.7,1,0,Fastened,No,No,0,100,No
346,2025-02-21 04:57:00,Night,Bulldozer,BDZ001,8.5,OP1025,52,17.2,SITE05,"Hyderabad, TS",8.36964,77.68705,Loading,2025-02-21 04:57:00,2025-02-21 05:44:54,47.9,Clear,35.6,Good,Muddy,2916.2,2.74,3.43,10,1726.7,35.2,6,5.18,86.1,2483,0,1,Unfastened,No,No,1,93.2,Yes
347,2025-02-21 07:25:00,Morning,Wheel Loader,WLD002,9.8,OP1039,30,5.4,SITE02,"Coimbatore, TN",14.77945,81.95259,Digging,2025-02-21 07:25:00,2025-02-21 07:58:30,33.5,Extreme Heat,39.1,Good,Muddy,2524.6,3.99,7.15,8,1822.8,447.8,30,0.89,86.5,2529.8,0,0,Fastened,No,No,0,94.6,No
348,2025-02-21 10:53:00,Morning,Bulldozer,BDZ001,3.6,OP1029,39,3.8,SITE01,"Chennai, TN",16.01585,78.12336,Digging,2025-02-21 10:53:00,2025-02-21 11:56:54,63.9,Clear,35.6,Good,Sloped,3252.2,4.78,4.49,6,1989.5,346.4,5,0.62,90.7,2588.6,1,1,Fastened,No,No,0,100,No
349,2025-02-21 11:28:00,Morning,Bulldozer,BDZ001,14.8,OP1035,40,10.6,SITE04,"Bengaluru, KA",14.71045,75.94492,Demolition,2025-02-21 11:28:00,2025-02-21 12:42:54,74.9,Clear,30.1,Good,Flat,2093.1,4.89,3.92,11,2054.1,322.2,106,1.18,95,2394.3,2,0,Fastened,No,No,0,60.2,No
350,2025-02-21 22:07:00,Night,Excavator,EXC003,4.3,OP1032,51,21.3,SITE06,"Pune, MH",10.58395,77.30568,Demolition,2025-02-21 22:07:00,2025-02-21 22:43:24,36.4,Clear,33.8,Good,Uneven,3009.6,7.42,12.23,7,2652,125.2,13,4.25,96.2,2738.4,0,0,Fastened,No,Yes,16,89.1,No
351,2025-02-21 23:49:00,Night,Bulldozer,BDZ003,7.5,OP1031,31,16.5,SITE03,"Vellore, TN",15.60981,79.19982,Demolition,2025-02-21 23:49:00,2025-02-22 00:07:48,18.8,Cloudy,30.3,Good,Uneven,4825.1,4.1,13.09,12,810.6,419.1,32,3.22,84.3,2694.3,1,0,Unfastened,Yes,No,0,98.4,No
352,2025-02-22 03:05:00,Night,Backhoe Loader,BHL002,2.9,OP1004,53,15.5,SITE01,"Chennai, TN",16.02877,78.12099,Trenching,2025-02-22 03:05:00,2025-02-22 03:59:42,54.7,Rain,20.9,Moderate,Muddy,3375.2,3.62,3.97,8,2203.2,205.5,61,2.36,94.6,2304.3,0,0,Unfastened,Yes,Yes,6,59.3,Yes
353,2025-02-22 05:21:00,Night,Backhoe Loader,BHL001,1.7,OP1025,52,17.2,SITE08,"Vizag, AP",8.70939,75.65968,Demolition,2025-02-22 05:21:00,2025-02-22 05:49:30,28.5,Clear,27.5,Good,Flat,3344.7,6.43,13.54,9,1981.7,458.2,7,4.61,98.8,2240.9,1,0,Unfastened,No,No,0,100,No
354,2025-02-22 11:35:00,Morning,Bulldozer,BDZ003,12.2,OP1024,21,19.7,SITE08,"Vizag, AP",8.69446,75.65239,Material Transport,2025-02-22 11:35:00,2025-02-22 12:15:24,40.4,Extreme Heat,45.4,Good,Muddy,3701,4.67,6.94,8,1397.3,157.9,9,4.21,96.8,2516.6,1,0,Fastened,No,No,2,100,No
355,2025-02-22 13:09:00,Morning,Bulldozer,BDZ002,10.9,OP1016,32,5.4,SITE06,"Pune, MH",10.58275,77.30125,Digging,2025-02-22 13:09:00,2025-02-22 13:52:54,43.9,Extreme Heat,42.9,Good,Rocky,3303.8,5.65,7.72,5,1901.7,161.9,8,2.34,79.6,2535.1,0,0,Fastened,Yes,No,0,100,No
356,2025-02-22 13:43:00,Morning,Bulldozer,BDZ001,12.2,OP1027,51,10.5,SITE05,"Hyderabad, TS",8.37304,77.66748,Demolition,2025-02-22 13:43:00,2025-02-22 14:10:24,27.4,Clear,25.5,Good,Flat,3039.9,3.92,8.58,10,1749.5,461.7,18,2.81,90.6,2870.6,0,0,Unfastened,No,No,7,97.4,No
357,2025-02-22 14:51:00,Afternoon,Excavator,EXC002,10.2,OP1013,53,14.3,SITE08,"Vizag, AP",8.70459,75.65683,Material Transport,2025-02-22 14:51:00,2025-02-22 15:30:06,39.1,Fog,15.7,Poor,Flat,4026.8,6.89,10.57,5,1781.8,540.1,8,4.97,91.3,2669.2,0,1,Fastened,No,No,0,100,No
358,2025-02-22 17:18:00,Afternoon,Wheel Loader,WLD001,6.7,OP1007,24,16.9,SITE08,"Vizag, AP",8.6934,75.66126,Material Transport,2025-02-22 17:18:00,2025-02-22 18:45:12,87.2,Clear,30.9,Good,Sloped,2045.8,5.36,3.69,12,1963.5,336.1,9,2.13,95.3,2474.4,0,0,Fastened,No,No,0,100,No
359,2025-02-23 06:40:00,Morning,Excavator,EXC004,7.8,OP1018,47,1.9,SITE04,"Bengaluru, KA",14.70535,75.94449,Digging,2025-02-23 06:40:00,2025-02-23 07:09:18,29.3,Rain,23,Moderate,Uneven,4679.8,6.22,12.74,8,2241.8,175.4,8,3.48,88.2,2116.6,0,0,Fastened,No,No,2,100,No
360,2025-02-23 10:54:00,Morning,Bulldozer,BDZ002,0.9,OP1002,38,9.9,SITE08,"Vizag, AP",8.70271,75.66117,Material Transport,2025-02-23 10:54:00,2025-02-23 11:47:18,53.3,Rain,23.5,Moderate,Rocky,2957.8,5.53,6.23,6,2044.1,293.9,61,4.04,88.1,2553.2,0,1,Unfastened,No,No,0,76.7,No
361,2025-02-23 15:18:00,Afternoon,Backhoe Loader,BHL002,9,OP1015,56,10,SITE08,"Vizag, AP",8.69042,75.66023,Material Transport,2025-02-23 15:18:00,2025-02-23 16:22:00,64,Clear,31.3,Good,Flat,4308.8,5.38,5.04,8,1101.9,246.6,7,4.28,96.6,2661.3,0,1,Fastened,No,Yes,10,98.1,No
362,2025-02-23 21:54:00,Afternoon,Motor Grader,MGR002,7.6,OP1004,53,15.5,SITE04,"Bengaluru, KA",14.70497,75.95973,Trenching,2025-02-23 21:54:00,2025-02-23 22:47:30,53.5,Extreme Heat,43.2,Good,Uneven,3154.4,6.98,7.83,10,1531.5,115.8,0,4.36,102.7,2262.8,1,0,Fastened,No,No,1,100,No
363,2025-02-24 00:55:00,Night,Excavator,EXC005,2.8,OP1001,57,17.1,SITE03,"Vellore, TN",15.60825,79.18777,Grading,2025-02-24 00:55:00,2025-02-24 01:17:06,22.1,Cloudy,23.1,Good,Uneven,3613.8,6.79,18.43,7,2041.9,99.9,2,2.31,104.1,2427.5,1,0,Fastened,No,No,2,100,No
364,2025-02-24 01:10:00,Night,Bulldozer,BDZ002,8.9,OP1033,42,7.5,SITE07,"Nagpur, MH",18.23901,75.03813,Grading,2025-02-24 01:10:00,2025-02-24 01:51:30,41.5,Cloudy,25.3,Good,Sloped,4073.7,5.74,8.3,8,1903.3,232.3,71,2.29,75.5,2276.2,1,0,Fastened,No,No,0,59.1,Yes
365,2025-02-24 01:42:00,Night,Excavator,EXC001,2,OP1009,50,3.3,SITE03,"Vellore, TN",15.60787,79.19483,Loading,2025-02-24 01:42:00,2025-02-24 02:54:24,72.4,Fog,20.3,Poor,Uneven,1642.5,8.54,7.08,6,2487.5,335.1,22,2.28,89.3,2686,1,1,Fastened,No,No,2,94.6,No
366,2025-02-24 05:58:00,Night,Motor Grader,MGR002,13,OP1038,26,10.7,SITE05,"Hyderabad, TS",8.37492,77.68429,Leveling,2025-02-24 05:58:00,2025-02-24 06:56:48,58.8,Clear,27.4,Good,Uneven,3736.6,4.32,4.41,13,1931.8,214.9,16,1.55,84.1,2001.7,0,0,Fastened,No,No,0,92.6,Yes
367,2025-02-24 08:05:00,Morning,Motor Grader,MGR001,0.9,OP1003,27,19,SITE07,"Nagpur, MH",18.2311,75.04557,Trenching,2025-02-24 08:05:00,2025-02-24 08:38:00,33,Clear,28.1,Good,Muddy,2723.8,3.73,6.78,10,1143.3,42.3,8,3.34,100.7,2216.8,0,1,Fastened,No,No,2,100,No
368,2025-02-24 08:16:00,Morning,Bulldozer,BDZ003,14.4,OP1039,30,5.4,SITE02,"Coimbatore, TN",14.78055,81.94405,Material Transport,2025-02-24 08:16:00,2025-02-24 09:23:48,67.8,Fog,21.9,Poor,Sloped,3904.5,3.9,3.45,9,1636.1,362.8,22,4.26,93.7,2763.1,0,0,Fastened,No,No,2,98.2,No
369,2025-02-24 08:48:00,Morning,Wheel Loader,WLD001,6.3,OP1015,56,10,SITE01,"Chennai, TN",16.02275,78.13206,Digging,2025-02-24 08:48:00,2025-02-24 09:31:24,43.4,Clear,29.7,Good,Uneven,3653.5,2.69,3.72,8,1944.4,201.2,3,3.45,89.3,2474,1,0,Fastened,No,No,5,100,No
370,2025-02-24 11:45:00,Morning,Motor Grader,MGR001,9.5,OP1002,38,9.9,SITE08,"Vizag, AP",8.69639,75.6587,Grading,2025-02-24 11:45:00,2025-02-24 12:21:00,36,Extreme Heat,39.2,Good,Rocky,4997.5,3.02,5.03,6,28.1,330.4,50,3.94,88,2167.4,1,0,Fastened,No,No,0,82.2,No
371,2025-02-24 15:35:00,Afternoon,Wheel Loader,WLD003,2.1,OP1027,51,10.5,SITE08,"Vizag, AP",8.68999,75.64918,Material Transport,2025-02-24 15:35:00,2025-02-24 16:13:42,38.7,Clear,29.5,Good,Uneven,2103.3,2.32,3.6,8,1583.4,265.4,34,3.15,92.5,2353.1,0,0,Fastened,No,No,0,92.6,No
372,2025-02-24 16:18:00,Afternoon,Excavator,EXC003,2.5,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.7876,81.94948,Material Transport,2025-02-24 16:18:00,2025-02-24 17:23:18,65.3,Clear,32.9,Good,Uneven,4579.1,4.56,4.19,9,1806.5,616.7,7,3.53,93.2,2415.4,0,0,Fastened,No,No,0,100,No
373,2025-02-24 18:06:00,Afternoon,Excavator,EXC002,1.6,OP1001,57,17.1,SITE06,"Pune, MH",10.57779,77.31133,Digging,2025-02-24 18:06:00,2025-02-24 18:32:30,26.5,Rain,20.4,Moderate,Flat,4337.7,0.99,2.24,7,1402.4,463.9,2,2.91,93.1,2643,2,0,Unfastened,No,No,0,100,No
374,2025-02-25 03:45:00,Night,Excavator,EXC002,6.5,OP1013,53,14.3,SITE01,"Chennai, TN",16.02302,78.11939,Digging,2025-02-25 03:45:00,2025-02-25 04:00:18,15.3,Clear,32.4,Good,Sloped,1581.8,3.75,14.71,10,1360.4,306.9,22,5.35,95.4,2569.5,0,1,Fastened,No,No,0,100,No
375,2025-02-25 03:51:00,Night,Excavator,EXC004,10.8,OP1025,52,17.2,SITE01,"Chennai, TN",16.01408,78.12222,Trenching,2025-02-25 03:51:00,2025-02-25 04:46:42,55.7,Clear,30,Good,Muddy,2054.6,5.2,5.6,11,1849.2,273.5,36,3.12,86.7,2464.5,0,0,Fastened,No,Yes,2,93.6,No
376,2025-02-25 07:18:00,Morning,Motor Grader,MGR001,8.3,OP1034,38,8.5,SITE08,"Vizag, AP",8.70014,75.65802,Demolition,2025-02-25 07:18:00,2025-02-25 07:23:00,5,Rain,22.3,Moderate,Rocky,2925.6,7.6,76,9,1853.5,338.8,41,5.84,91.8,2146.7,0,1,Fastened,No,No,1,89.5,No
377,2025-02-25 13:50:00,Morning,Wheel Loader,WLD003,8.2,OP1034,38,8.5,SITE07,"Nagpur, MH",18.24106,75.03472,Digging,2025-02-25 13:50:00,2025-02-25 15:00:00,70,Clear,27,Good,Uneven,3659.8,6.41,5.49,9,1035.9,365.1,0,1.65,89,2212.1,1,0,Fastened,No,No,1,100,No
378,2025-02-26 20:03:00,Afternoon,Excavator,EXC001,2,OP1015,56,10,SITE05,"Hyderabad, TS",8.3725,77.6789,Trenching,2025-02-26 20:03:00,2025-02-26 20:34:30,31.5,Cloudy,28.1,Good,Sloped,2247,5.09,9.7,6,2004.5,369.7,15,3.52,92.6,2582.9,1,1,Unfastened,No,No,0,99.7,No
379,2025-02-26 20:53:00,Afternoon,Backhoe Loader,BHL003,10.7,OP1030,48,15.2,SITE01,"Chennai, TN",16.03035,78.12813,Digging,2025-02-26 20:53:00,2025-02-26 21:30:24,37.4,Clear,25.1,Good,Rocky,2205.4,2.66,4.27,11,1699.7,347.4,15,2.62,82.7,2300.7,0,0,Fastened,No,No,0,100,No
380,2025-02-27 03:02:00,Night,Wheel Loader,WLD001,9,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.70266,75.95515,Loading,2025-02-27 03:02:00,2025-02-27 03:33:54,31.9,Rain,23.4,Moderate,Muddy,3806.3,5.92,11.13,10,1585.3,612.8,0,3.22,86.5,2783.8,0,0,Unfastened,No,No,0,100,No
381,2025-02-27 04:59:00,Night,Bulldozer,BDZ001,9.9,OP1026,51,4.7,SITE08,"Vizag, AP",8.70809,75.66329,Digging,2025-02-27 04:59:00,2025-02-27 05:20:12,21.2,Clear,33,Good,Rocky,1841.4,3.35,9.48,9,1508.8,699.7,9,1.5,90.4,2348.2,0,2,Fastened,No,No,0,100,No
382,2025-02-27 06:57:00,Morning,Excavator,EXC003,8.1,OP1027,51,10.5,SITE01,"Chennai, TN",16.02885,78.13319,Material Transport,2025-02-27 06:57:00,2025-02-27 08:05:18,68.3,Clear,30.2,Good,Sloped,2830.6,4.08,3.58,12,1656.2,77.4,27,1.65,96.3,2277.3,2,0,Fastened,No,No,1,100,No
383,2025-02-27 08:42:00,Morning,Excavator,EXC002,6,OP1037,22,3.3,SITE02,"Coimbatore, TN",14.78719,81.94781,Grading,2025-02-27 08:42:00,2025-02-27 09:27:36,45.6,Rain,20.5,Moderate,Sloped,1628.8,5.6,7.37,5,2537.3,496.3,40,1,101.1,1840.2,0,0,Fastened,No,No,0,86,No
384,2025-02-27 14:45:00,Afternoon,Excavator,EXC001,9.2,OP1018,47,1.9,SITE01,"Chennai, TN",16.02155,78.12707,Digging,2025-02-27 14:45:00,2025-02-27 15:15:36,30.6,Cloudy,30.4,Good,Flat,2787,3.72,7.29,8,1563,139.7,54,3.12,96.2,1904.7,0,0,Fastened,No,No,1,81.8,No
385,2025-02-27 15:16:00,Afternoon,Backhoe Loader,BHL003,4.4,OP1006,48,21.5,SITE06,"Pune, MH",10.58216,77.30792,Demolition,2025-02-27 15:16:00,2025-02-27 16:27:24,71.4,Clear,34.9,Good,Flat,3425.6,7.03,5.91,12,1652.5,288.8,100,3.08,101.4,2411.5,0,0,Unfastened,No,No,0,64.4,No
386,2025-02-27 21:56:00,Afternoon,Bulldozer,BDZ003,12.4,OP1031,31,16.5,SITE04,"Bengaluru, KA",14.71334,75.95855,Trenching,2025-02-27 21:56:00,2025-02-27 23:10:42,74.7,Clear,28.7,Good,Flat,4641.8,1.8,1.45,6,1681.1,673.1,1,3.28,104.6,2372.6,1,0,Fastened,No,No,0,100,No
387,2025-02-27 23:32:00,Night,Backhoe Loader,BHL003,11.6,OP1019,45,18.3,SITE04,"Bengaluru, KA",14.70873,75.94515,Material Transport,2025-02-27 23:32:00,2025-02-28 00:01:24,29.4,Clear,31.1,Good,Uneven,2544.9,4.54,9.27,12,903.5,429.3,4,4.13,89.5,2630,0,0,Unfastened,No,No,9,90.2,Yes
388,2025-02-28 00:37:00,Night,Backhoe Loader,BHL003,10.5,OP1011,37,8.5,SITE02,"Coimbatore, TN",14.78557,81.93609,Trenching,2025-02-28 00:37:00,2025-02-28 01:11:00,34,Clear,25.9,Good,Flat,4880,5.34,9.42,10,942.8,409.2,1,1.94,90.3,2935.3,0,0,Fastened,No,No,4,100,No
389,2025-02-28 05:56:00,Night,Motor Grader,MGR002,7.4,OP1012,52,20.4,SITE03,"Vellore, TN",15.61974,79.18935,Loading,2025-02-28 05:56:00,2025-02-28 06:19:06,23.1,Dust Storm,32.2,Poor,Flat,2297.9,6.67,17.32,6,1044.9,233.3,1,3.19,87.9,2389.4,0,0,Fastened,Yes,No,2,100,No
390,2025-02-28 07:04:00,Morning,Excavator,EXC002,13.2,OP1034,38,8.5,SITE01,"Chennai, TN",16.02934,78.11818,Digging,2025-02-28 07:04:00,2025-02-28 07:36:00,32,Fog,17.9,Poor,Flat,3482.3,5.96,11.18,18,589.1,157.6,48,3.64,82.5,2457,1,1,Fastened,No,No,1,96.8,No
391,2025-02-28 10:57:00,Morning,Bulldozer,BDZ003,1,OP1022,28,8.1,SITE06,"Pune, MH",10.57046,77.30542,Loading,2025-02-28 10:57:00,2025-02-28 11:52:54,55.9,Rain,22,Moderate,Flat,3390.7,7.95,8.53,7,1676.3,384.1,6,1.81,95.7,2247.5,0,0,Fastened,No,No,0,100,No
392,2025-02-28 12:33:00,Morning,Excavator,EXC001,8.7,OP1009,50,3.3,SITE06,"Pune, MH",10.58173,77.30908,Grading,2025-02-28 12:33:00,2025-02-28 13:21:36,48.6,Cloudy,23.1,Good,Uneven,3002.8,3.34,4.12,11,2098.4,297.2,20,3.03,95.6,2228.9,2,0,Fastened,No,No,2,100,No
393,2025-02-28 14:12:00,Afternoon,Bulldozer,BDZ003,14,OP1026,51,4.7,SITE03,"Vellore, TN",15.62018,79.20222,Material Transport,2025-02-28 14:12:00,2025-02-28 15:21:48,69.8,Dust Storm,28.4,Poor,Flat,4957.2,5.49,4.72,9,1361.3,143.8,21,3,106.3,2429,0,0,Fastened,No,No,0,100,No
394,2025-02-28 17:29:00,Afternoon,Excavator,EXC004,9.5,OP1038,26,10.7,SITE08,"Vizag, AP",8.70425,75.66251,Trenching,2025-02-28 17:29:00,2025-02-28 18:38:30,69.5,Clear,35,Good,Sloped,1583.8,3.35,2.89,9,1629.6,257.5,30,2.08,98.1,2728,2,0,Fastened,No,No,0,95.8,No
395,2025-02-28 23:14:00,Night,Excavator,EXC001,7.3,OP1004,53,15.5,SITE02,"Coimbatore, TN",14.78445,81.93638,Grading,2025-02-28 23:14:00,2025-02-28 23:45:30,31.5,Clear,32.8,Good,Rocky,2863.8,3.39,6.46,9,2881.2,576.2,24,3.29,92,2261.7,0,0,Fastened,No,No,1,98,No
396,2025-03-01 03:28:00,Night,Excavator,EXC002,8.1,OP1003,27,19,SITE01,"Chennai, TN",16.02998,78.12791,Trenching,2025-03-01 03:28:00,2025-03-01 03:52:24,24.4,Fog,17,Poor,Muddy,3737.7,4.36,10.72,9,2504.7,0,25,1.63,85.1,2547.8,0,0,Fastened,Yes,No,0,98.3,No
397,2025-03-01 08:51:00,Morning,Motor Grader,MGR002,4.3,OP1013,53,14.3,SITE04,"Bengaluru, KA",14.70883,75.94143,Loading,2025-03-01 08:51:00,2025-03-01 08:56:00,5,Clear,34.4,Good,Rocky,4444.2,4.48,44.8,8,2129.2,373.7,31,0.73,98,2711.3,0,0,Fastened,No,No,0,79.1,Yes
398,2025-03-01 10:39:00,Morning,Wheel Loader,WLD001,11.5,OP1025,52,17.2,SITE03,"Vellore, TN",15.6172,79.20243,Trenching,2025-03-01 10:39:00,2025-03-01 12:05:54,86.9,Clear,35.9,Good,Flat,3714,4.28,2.96,10,946.4,345.5,20,2.37,93.2,2141.7,0,0,Fastened,No,Yes,4,98.8,No
399,2025-03-01 12:48:00,Morning,Excavator,EXC005,14.9,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.79011,81.94795,Digging,2025-03-01 12:48:00,2025-03-01 13:17:24,29.4,Clear,33.4,Good,Muddy,2199.6,4.85,9.9,9,1934.7,59.9,11,6.01,90.5,2511.2,1,0,Unfastened,No,No,3,87.9,Yes
400,2025-03-01 14:50:00,Afternoon,Excavator,EXC001,13.2,OP1008,33,17.4,SITE06,"Pune, MH",10.57182,77.31141,Trenching,2025-03-01 14:50:00,2025-03-01 15:37:18,47.3,Clear,33.6,Good,Uneven,4036.5,1.81,2.3,8,1209.6,565,10,2.94,100.4,2653.5,1,0,Fastened,No,No,0,100,No
401,2025-03-01 15:17:00,Afternoon,Excavator,EXC005,8.3,OP1016,32,5.4,SITE05,"Hyderabad, TS",8.3659,77.67767,Material Transport,2025-03-01 15:17:00,2025-03-01 15:59:30,42.5,Cloudy,26.3,Good,Flat,3460.2,3.39,4.79,9,2319.8,238.7,3,1.94,92.1,2360.2,0,1,Fastened,No,No,1,100,No
402,2025-03-01 15:48:00,Afternoon,Bulldozer,BDZ002,4.4,OP1030,48,15.2,SITE02,"Coimbatore, TN",14.79245,81.94104,Demolition,2025-03-01 15:48:00,2025-03-01 16:39:18,51.3,Extreme Heat,39.3,Good,Flat,1798,8.03,9.39,8,2040.2,213.6,1,2.56,91.4,2638.8,1,0,Fastened,No,No,0,100,No
403,2025-03-01 20:22:00,Afternoon,Excavator,EXC001,8.1,OP1033,42,7.5,SITE05,"Hyderabad, TS",8.3712,77.67714,Material Transport,2025-03-01 20:22:00,2025-03-01 20:55:30,33.5,Clear,25.3,Good,Sloped,1866,5.03,9.01,6,1309.3,503,1,4.13,91.6,2166.4,1,1,Fastened,No,No,3,100,No
404,2025-03-01 20:58:00,Afternoon,Motor Grader,MGR001,13.4,OP1038,26,10.7,SITE02,"Coimbatore, TN",14.77562,81.95431,Leveling,2025-03-01 20:58:00,2025-03-01 21:26:06,28.1,Rain,22,Moderate,Rocky,2824.8,4.7,10.04,10,1895.5,289.8,30,3.85,102.1,2815.5,3,0,Fastened,Yes,No,3,79.6,Yes
405,2025-03-01 22:31:00,Night,Motor Grader,MGR001,3.2,OP1015,56,10,SITE07,"Nagpur, MH",18.24812,75.03836,Trenching,2025-03-01 22:31:00,2025-03-01 23:09:54,38.9,Clear,33.6,Good,Flat,3390,5.75,8.87,6,846.3,433.5,15,2.11,92.2,2507.7,0,0,Unfastened,No,No,0,84.7,Yes
406,2025-03-02 02:14:00,Night,Bulldozer,BDZ003,1,OP1012,52,20.4,SITE02,"Coimbatore, TN",14.78363,81.95097,Demolition,2025-03-02 02:14:00,2025-03-02 03:14:42,60.7,Clear,29.3,Good,Uneven,4884.8,5.52,5.46,8,1954.6,227.1,2,4.81,96.4,2116.2,1,1,Fastened,No,No,3,100,No
407,2025-03-02 05:35:00,Night,Bulldozer,BDZ001,9.3,OP1026,51,4.7,SITE03,"Vellore, TN",15.62317,79.18943,Material Transport,2025-03-02 05:35:00,2025-03-02 06:05:36,30.6,Clear,30.3,Good,Sloped,3991.2,8.92,17.49,8,2130.9,582.4,3,2.63,86.5,2172.9,1,0,Unfastened,No,No,0,100,No
408,2025-03-02 11:20:00,Morning,Backhoe Loader,BHL003,2.9,OP1023,52,21.4,SITE06,"Pune, MH",10.57888,77.31803,Loading,2025-03-02 11:20:00,2025-03-02 12:22:00,62,Rain,22.9,Moderate,Flat,2445,3.05,2.95,9,1074.9,354.7,36,3.7,80.2,2227.5,0,0,Fastened,No,No,0,92.8,No
409,2025-03-02 16:15:00,Afternoon,Wheel Loader,WLD003,9.6,OP1013,53,14.3,SITE01,"Chennai, TN",16.0168,78.12743,Material Transport,2025-03-02 16:15:00,2025-03-02 16:57:00,42,Fog,16.1,Poor,Uneven,1686.5,2.02,2.89,7,2728.7,175.1,5,4.13,98.1,2146.5,2,0,Fastened,No,No,0,100,No
410,2025-03-03 02:42:00,Night,Motor Grader,MGR001,9.6,OP1008,33,17.4,SITE05,"Hyderabad, TS",8.37677,77.67823,Leveling,2025-03-03 02:42:00,2025-03-03 03:20:48,38.8,Extreme Heat,43.5,Good,Uneven,1985.7,5.44,8.41,10,995.6,323.4,15,4.73,94,2031,0,1,Fastened,No,No,0,100,No
411,2025-03-03 07:35:00,Morning,Excavator,EXC002,5,OP1006,48,21.5,SITE02,"Coimbatore, TN",14.77843,81.94856,Material Transport,2025-03-03 07:35:00,2025-03-03 08:17:24,42.4,Rain,23.3,Moderate,Uneven,3799.5,6.57,9.3,7,1611.4,544.4,32,2.33,100.4,2258.3,0,1,Fastened,No,No,0,92.4,No
412,2025-03-03 07:44:00,Morning,Wheel Loader,WLD002,2.7,OP1025,52,17.2,SITE01,"Chennai, TN",16.01833,78.11912,Grading,2025-03-03 07:44:00,2025-03-03 08:47:24,63.4,Clear,28.8,Good,Rocky,2379.5,4.69,4.44,10,1638.8,407.1,28,2.32,85.2,2584.7,1,0,Fastened,No,No,3,95.6,No
413,2025-03-03 09:24:00,Morning,Motor Grader,MGR001,8,OP1033,42,7.5,SITE07,"Nagpur, MH",18.24725,75.03321,Trenching,2025-03-03 09:24:00,2025-03-03 10:42:54,78.9,Cloudy,30.9,Good,Rocky,4462.7,4.1,3.12,13,1246.7,266.2,6,4.68,92.1,2208.1,1,0,Fastened,No,No,0,100,No
414,2025-03-03 10:21:00,Morning,Wheel Loader,WLD003,0.6,OP1028,46,1.4,SITE02,"Coimbatore, TN",14.79123,81.93726,Leveling,2025-03-03 10:21:00,2025-03-03 11:09:12,48.2,Clear,35.4,Good,Uneven,3634.2,7.78,9.68,10,2299.3,474.6,4,1.96,94.1,2438,2,0,Fastened,Yes,No,6,90.2,Yes
415,2025-03-03 11:41:00,Morning,Wheel Loader,WLD004,0.7,OP1025,52,17.2,SITE08,"Vizag, AP",8.70264,75.65597,Grading,2025-03-03 11:41:00,2025-03-03 12:45:30,64.5,Extreme Heat,41,Good,Flat,4804.1,5.07,4.72,7,2162,390.8,60,2.01,89.8,2361.7,0,0,Unfastened,No,No,1,62.6,Yes
416,2025-03-03 18:10:00,Afternoon,Wheel Loader,WLD001,4.8,OP1015,56,10,SITE03,"Vellore, TN",15.62052,79.20341,Material Transport,2025-03-03 18:10:00,2025-03-03 18:59:30,49.5,Rain,21.1,Moderate,Rocky,3848.3,5.64,6.84,8,2407.7,230.5,53,3.19,89.2,2678,0,3,Fastened,No,No,0,83.1,No
417,2025-03-03 19:13:00,Afternoon,Wheel Loader,WLD001,5.7,OP1027,51,10.5,SITE08,"Vizag, AP",8.69357,75.64885,Digging,2025-03-03 19:13:00,2025-03-03 20:06:36,53.6,Dust Storm,28.3,Poor,Uneven,2984.5,5.59,6.26,4,2027.6,211.9,1,1.89,93.8,2666.1,0,0,Fastened,No,No,0,100,No
418,2025-03-03 23:14:00,Night,Bulldozer,BDZ001,6.7,OP1019,45,18.3,SITE08,"Vizag, AP",8.6913,75.65208,Digging,2025-03-03 23:14:00,2025-03-03 23:53:42,39.7,Clear,30.6,Good,Flat,4620.9,6.92,10.46,9,1401.4,618,15,5.02,97.7,2932.5,0,1,Fastened,No,Yes,4,100,No
419,2025-03-04 00:17:00,Night,Excavator,EXC003,5.2,OP1026,51,4.7,SITE02,"Coimbatore, TN",14.79171,81.93845,Loading,2025-03-04 00:17:00,2025-03-04 01:00:00,43,Clear,25.7,Good,Rocky,3283.8,3.77,5.26,9,1561.3,339.4,28,3.81,92.7,2745.2,0,0,Fastened,Yes,No,3,94.4,No
